Asset_Management.Sprites.Sprite_Information.sprite_get_info	sprite_get_info	function	sprite_get_info(index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_info.htm
Asset_Management.Sprites.Sprite_Information.sprite_get_name	sprite_get_name	function	sprite_get_name(index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_name.htm
Asset_Management.Sprites.Sprite_Information.sprite_get_nineslice	sprite_get_nineslice	function	sprite_get_nineslice(ind);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_nineslice.htm
Asset_Management.Sprites.Sprite_Information.sprite_get_number	sprite_get_number	function	sprite_get_number(index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_number.htm
Asset_Management.Sprites.Sprite_Information.sprite_get_speed	sprite_get_speed	function	sprite_get_speed(index)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_speed.htm
Asset_Management.Sprites.Sprite_Information.sprite_get_speed_type	sprite_get_speed_type	function	sprite_get_speed_type(index)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_speed_type.htm
Asset_Management.Sprites.Sprite_Information.sprite_get_texture	sprite_get_texture	function	sprite_get_texture(spr, subimg);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_texture.htm
Asset_Management.Sprites.Sprite_Information.sprite_get_tpe	sprite_get_tpe	function	sprite_get_tpe(sprite, index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_tpe.htm
Asset_Management.Sprites.Sprite_Information.sprite_get_uvs	sprite_get_uvs	function	sprite_get_uvs(sprite, subimage);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_uvs.htm
Asset_Management.Sprites.Sprite_Information.sprite_get_width	sprite_get_width	function	sprite_get_width(index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_width.htm
Asset_Management.Sprites.Sprite_Information.sprite_get_xoffset	sprite_get_xoffset	function	sprite_get_xoffset(index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_xoffset.htm
Asset_Management.Sprites.Sprite_Information.sprite_get_yoffset	sprite_get_yoffset	function	sprite_get_yoffset(index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_yoffset.htm
Asset_Management.Sprites.Sprite_Information.spritespeed_framespergameframe	spritespeed_framespergameframe	constant	spritespeed_framespergameframe	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_speed_type.htm
Asset_Management.Sprites.Sprite_Information.spritespeed_framespersecond	spritespeed_framespersecond	constant	spritespeed_framespersecond	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Information/sprite_get_speed_type.htm
Asset_Management.Sprites.Sprite_Instance_Variables.bbox_bottom	bbox_bottom	variable	bbox_bottom;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Instance_Variables/bbox_bottom.htm
Asset_Management.Sprites.Sprite_Instance_Variables.bbox_left	bbox_left	variable	bbox_left;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Instance_Variables/bbox_left.htm
Asset_Management.Sprites.Sprite_Instance_Variables.bbox_right	bbox_right	variable	bbox_right;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Instance_Variables/bbox_right.htm
Asset_Management.Sprites.Sprite_Instance_Variables.bbox_top	bbox_top	variable	bbox_top;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Instance_Variables/bbox_top.htm
Asset_Management.Sprites.Sprite_Instance_Variables.image_alpha	image_alpha	variable	image_alpha	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Instance_Variables/image_alpha.htm
Asset_Management.Sprites.Sprite_Instance_Variables.image_angle	image_angle	variable	image_angle;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Instance_Variables/image_angle.htm
Asset_Management.Sprites.Sprite_Instance_Variables.image_blend	image_blend	variable	image_blend;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Instance_Variables/image_blend.htm
Asset_Management.Sprites.Sprite_Instance_Variables.image_index	image_index	variable	image_index;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Instance_Variables/image_index.htm
Asset_Management.Sprites.Sprite_Instance_Variables.image_number	image_number	variable	image_number;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Instance_Variables/image_number.htm
Asset_Management.Sprites.Sprite_Instance_Variables.image_speed	image_speed	variable	image_speed;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Instance_Variables/image_speed.htm
Asset_Management.Sprites.Sprite_Instance_Variables.image_xscale	image_xscale	variable	image_xscale;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Instance_Variables/image_xscale.htm
Asset_Management.Sprites.Sprite_Instance_Variables.image_yscale	image_yscale	variable	image_yscale;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Instance_Variables/image_yscale.htm
Asset_Management.Sprites.Sprite_Instance_Variables.mask_index	mask_index	variable	mask_index;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Instance_Variables/mask_index.htm
Asset_Management.Sprites.Sprite_Instance_Variables.sprite_height	sprite_height	variable	sprite_height;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Instance_Variables/sprite_height.htm
Asset_Management.Sprites.Sprite_Instance_Variables.sprite_index	sprite_index	variable	sprite_index;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Instance_Variables/sprite_index.htm
Asset_Management.Sprites.Sprite_Instance_Variables.sprite_width	sprite_width	variable	sprite_width;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Instance_Variables/sprite_width.htm
Asset_Management.Sprites.Sprite_Instance_Variables.sprite_xoffset	sprite_xoffset	variable	sprite_xoffset;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Instance_Variables/sprite_xoffset.htm
Asset_Management.Sprites.Sprite_Instance_Variables.sprite_yoffset	sprite_yoffset	variable	sprite_yoffset;	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Instance_Variables/sprite_yoffset.htm
Asset_Management.Sprites.Sprite_Manipulation.bboxkind_diamond	bboxkind_diamond	constant	bboxkind_diamond	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_collision_mask.htm
Asset_Management.Sprites.Sprite_Manipulation.bboxkind_ellipse	bboxkind_ellipse	constant	bboxkind_ellipse	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_collision_mask.htm
Asset_Management.Sprites.Sprite_Manipulation.bboxkind_precise	bboxkind_precise	constant	bboxkind_precise	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_collision_mask.htm
Asset_Management.Sprites.Sprite_Manipulation.bboxkind_rectangular	bboxkind_rectangular	constant	bboxkind_rectangular	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_collision_mask.htm
Asset_Management.Sprites.Sprite_Manipulation.bboxkind_spine	bboxkind_spine	constant	bboxkind_spine	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_collision_mask.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_add	sprite_add	function	sprite_add(fname, imgnumb, removeback, smooth, xorig, yorig);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_add.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_add_ext	sprite_add_ext	function	sprite_add_ext(fname, imgnum, xorig, yorig, prefetch);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_add_ext.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_add_ext_error_cancelled	sprite_add_ext_error_cancelled	constant	sprite_add_ext_error_cancelled	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_add_ext.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_add_ext_error_decompressfailed	sprite_add_ext_error_decompressfailed	constant	sprite_add_ext_error_decompressfailed	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_add_ext.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_add_ext_error_loadfailed	sprite_add_ext_error_loadfailed	constant	sprite_add_ext_error_loadfailed	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_add_ext.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_add_ext_error_setupfailed	sprite_add_ext_error_setupfailed	constant	sprite_add_ext_error_setupfailed	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_add_ext.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_add_ext_error_spritenotfound	sprite_add_ext_error_spritenotfound	constant	sprite_add_ext_error_spritenotfound	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_add_ext.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_add_ext_error_unknown	sprite_add_ext_error_unknown	constant	sprite_add_ext_error_unknown	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_add_ext.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_add_from_surface	sprite_add_from_surface	function	sprite_add_from_surface(index, surface, x, y, w, h, removeback, smooth);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_add_from_surface.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_assign	sprite_assign	function	sprite_assign(index, sprite);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_assign.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_collision_mask	sprite_collision_mask	function	sprite_collision_mask(ind, sepmasks, bboxmode, bbleft, bbtop, bbright, bbbottom, kind, tolerance);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_collision_mask.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_create_from_surface	sprite_create_from_surface	function	sprite_create_from_surface(index, x, y, w, h, removeback, smooth, xorig, yorig);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_create_from_surface.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_delete	sprite_delete	function	sprite_delete(index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_delete.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_duplicate	sprite_duplicate	function	sprite_duplicate(index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_duplicate.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_exists	sprite_exists	function	sprite_exists(index);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_exists.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_flush	sprite_flush	function	sprite_flush(ind)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_flush.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_flush_multi	sprite_flush_multi	function	sprite_flush_multi(array);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_flush_multi.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_merge	sprite_merge	function	sprite_merge(ind1, ind2);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_merge.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_nineslice_create	sprite_nineslice_create	function	sprite_nineslice_create();	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_nineslice_create.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_prefetch	sprite_prefetch	function	sprite_prefetch(ind)	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_prefetch.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_prefetch_multi	sprite_prefetch_multi	variable	sprite_prefetch_multi	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_prefetch_multi.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_replace	sprite_replace	function	sprite_replace(ind, fname, imgnumb, removeback, smooth, xorig, yorig);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_replace.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_save	sprite_save	function	sprite_save(ind, subimg, fname);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_save.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_save_strip	sprite_save_strip	function	sprite_save_strip(ind, filename);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_save_strip.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_set_alpha_from_sprite	sprite_set_alpha_from_sprite	function	sprite_set_alpha_from_sprite(ind, spr);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_set_alpha_from_sprite.htm
Asset_Management.Sprites.Sprite_Manipulation.sprite_set_bbox	sprite_set_bbox	function	sprite_set_bbox(ind, left, top, right, bottom);	https://manual.gamemaker.io/monthly/en/GameMaker_Language/GML_Reference/Asset_Management/Sprites/Sprite_Manipulation/sprite_set_bbox.htm
